Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_363.jpg;4.463395;1;0;2.150378;101.5891;91.32146;1.188918;52.14135;0.08685813
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_413.jpg;6.751896;1;0;2.193141;101.6677;91.42785;1.224311;52.79512;0.08643131
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_463.jpg;8.996023;1;0;2.220751;101.7191;91.5007;1.225819;53.44085;0.09104659
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_513.jpg;11.22796;1;0;2.262351;101.7942;91.61309;1.191516;54.6929;0.113866
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_563.jpg;13.46295;1;0;2.289403;101.8423;91.6905;1.150553;55.73777;0.1593057
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_613.jpg;15;1;0;2.327643;101.9114;91.80995;1.051826;57.56833;0.2594855
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_663.jpg;15;1;0;2.354323;101.9555;91.8917;0.964825;58.86668;0.3407812
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_713.jpg;13.49327;1;0;2.395437;102.0195;92.01709;0.8001503;60.79328;0.4627506
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_763.jpg;11.2628;1;0;2.424346;102.0613;92.10266;0.6881502;61.922;0.5415162
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_813.jpg;8.998738;1;0;2.467996;102.1231;92.23423;0.5434663;63.35257;0.6626001
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_863.jpg;6.723461;1;0;2.496171;102.1645;92.32365;0.457383;64.10648;0.7218008
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_913.jpg;-0.7640955;1;0;2.539312;102.2286;92.45992;0.3616986;64.68068;0.7489053
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_58_964.jpg;-3.0011;1;0;2.567187;102.2737;92.55198;0.3348948;64.61417;0.7205475
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_59_013.jpg;-5.277438;1;0;2.607039;102.3444;92.69197;0.3529743;64.14099;0.6247616
C:\Users\pasan\Desktop\MarsSimulator\Mars Photo Analiser\MappingRobot\MappingRobot\IMG\robocam_2023_12_18_16_23_59_063.jpg;-7.499389;1;0;2.632848;102.3943;92.78615;0.4019882;63.58075;0.5155323
